Variable 1,Variable 2,Correlation
R-F-TiTa_x,R-M-FeTi_y,-0.3385808729077256
L-H-ThC_y,L-M-CTr_z,-0.338574263416357
L-F-CTr_z,L-H-FeTi_z,0.33837381359108565
L-M-TiTa_z,R-F-CTr_x,-0.33768049338895373
R-F-TaG_y,R-M-TiTa_y,0.33731998203643854
L-H-TaG_x,R-WH_z,0.3371939471250435
L-H-TiTa_x,L-M-ThC_x,0.3367867833503676
L-H-TaG_z,L-M-CTr_z,0.3365638538697937
L-F-CTr_z,L-H-TiTa_z,0.33650113078556154
R-F-ThC_y,R-F-TiTa_x,0.3363484990870826
R-M-CTr_z,R-M-TaG_z,-0.3358096015943795
R-H-ThC_y,R-M-TaG_x,0.3355767458323899
R-H-ThC_z,R-M-TaG_x,0.3354620025971152
L-F-TiTa_x,R-H-CTr_x,0.3354316980903705
L-F-TiTa_z,R-H-CTr_x,-0.33541141439155314
L-F-TiTa_z,L-M-FeTi_z,0.3350071135092385
L-M-ThC_x,R-F-CTr_y,0.33495839267500316
R-H-CTr_x,R-M-FeTi_x,0.3348530210358419
L-H-TaG_z,R-M-CTr_x,-0.33483410046128165
L-F-TiTa_x,R-M-ThC_y,0.3341919560830033
L-H-TiTa_z,R-H-TaG_x,-0.3341395383179597
R-H-FeTi_y,R-M-FeTi_y,0.33365985928547376
L-M-TaG_x,R-F-ThC_z,0.33359690367471984
L-F-FeTi_x,Notum_x,-0.3334642476967257
R-H-FeTi_x,R-M-FeTi_x,0.3334134656753851
L-H-TaG_x,L-M-ThC_z,-0.33285622690532474
R-F-FeTi_z,R-F-TaG_y,-0.3325493430888344
L-M-CTr_x,R-H-CTr_z,-0.3323267589330102
L-H-FeTi_x,R-M-TiTa_y,0.3322238883736782
L-M-TaG_x,L-M-TiTa_y,-0.3318644704051655
L-M-TaG_z,R-M-TaG_x,-0.3318507886934073
Notum_y,R-H-TaG_z,-0.3318075546147399
L-M-CTr_y,R-H-TaG_z,0.3315130259026773
R-M-CTr_y,R-M-FeTi_y,0.3314042322553992
L-H-FeTi_z,L-M-FeTi_z,0.33124381197241703
R-M-TaG_z,R-M-ThC_z,-0.33094435017178336
L-H-TaG_x,R-M-CTr_x,0.3307343510290991
L-F-CTr_y,R-F-CTr_y,0.33048532014112747
R-F-TaG_x,R-M-ThC_y,0.33047084903163104
L-H-TaG_x,L-M-ThC_x,0.33027711669081516
L-F-CTr_z,Notum_x,0.33009302106308047
R-H-FeTi_x,R-M-FeTi_y,0.32981110146820636
L-M-CTr_z,R-H-CTr_y,-0.329496811361325
L-F-TaG_x,Notum_y,-0.32895217230559126
L-F-CTr_x,L-M-CTr_y,0.3289100166507246
L-H-TiTa_x,R-M-ThC_y,0.3286126249764573
R-F-TiTa_y,R-M-TiTa_y,0.32849710788235853
L-M-CTr_x,R-H-ThC_z,0.3284863101022346
L-F-CTr_z,R-M-CTr_x,-0.3284547950987324
L-F-FeTi_z,R-H-ThC_x,-0.3283910877187643
L-F-FeTi_x,R-F-CTr_x,0.3282855335095478
L-F-CTr_x,L-F-ThC_y,0.32814603496285194
L-H-FeTi_x,L-H-TiTa_z,-0.32810318359433394
L-WH_z,R-F-TaG_z,-0.3280636214252432
R-F-CTr_y,R-H-CTr_x,0.32775129595291397
L-M-TiTa_z,Notum_y,0.32752757181466013
R-H-TiTa_x,R-H-TiTa_z,-0.3274475736004656
R-H-CTr_z,R-M-FeTi_y,-0.32741074110219615
Notum_y,R-M-FeTi_z,-0.32738585890013944
L-F-CTr_y,L-H-ThC_y,0.3272320867452118
L-H-TaG_z,R-F-TaG_y,-0.3270491534144976
R-M-FeTi_z,R-M-ThC_z,-0.3269898897224084
L-H-ThC_y,L-M-TaG_x,0.32698178560383007
L-F-TiTa_x,R-F-FeTi_x,0.32691923986738797
L-H-TiTa_x,R-H-ThC_y,0.3268633262506654
L-F-FeTi_z,Notum_y,0.3268400048760112
R-F-CTr_z,R-F-TaG_z,0.3267709319978722
L-H-TiTa_z,L-M-CTr_z,0.32636807105781257
L-H-FeTi_y,R-H-TiTa_x,-0.3260802103356238
L-F-CTr_y,L-M-TaG_z,-0.32588165752506904
L-H-CTr_y,L-H-TaG_z,-0.3258815077141806
R-F-TiTa_y,R-H-TiTa_x,0.32578724759660954
L-M-ThC_x,R-M-FeTi_x,0.32569025735804646
R-F-TiTa_x,R-M-TaG_z,0.32532062984770915
L-M-TaG_z,R-F-FeTi_x,-0.3251151866935828
L-F-ThC_z,R-M-FeTi_x,-0.3250825334911251
L-H-ThC_y,L-M-FeTi_z,-0.3249186420119987
L-WH_z,R-M-ThC_y,-0.324697706776782
L-F-TiTa_y,L-F-TiTa_z,-0.32444209839483945
R-F-TiTa_y,R-H-TaG_x,0.32434830655345936
L-H-TiTa_x,R-H-ThC_x,0.32415588149497265
L-H-FeTi_y,R-H-TaG_x,-0.3241095706059071
R-F-TiTa_x,R-H-FeTi_y,-0.32398058874931634
L-H-CTr_y,R-M-CTr_y,0.3239651897727782
R-H-CTr_y,R-H-FeTi_z,-0.3235842577251905
L-H-TiTa_y,L-H-TiTa_z,0.3234249169483458
L-H-FeTi_z,L-M-ThC_z,0.3233418315473546
L-M-TiTa_x,R-H-CTr_x,0.32308697971708134
L-M-TiTa_x,R-M-ThC_y,0.3228138719912039
L-M-CTr_z,R-F-CTr_y,-0.3228041971017473
L-H-TaG_x,L-M-TaG_z,-0.3226986683827176
L-WH_z,R-M-TiTa_x,-0.3224140833263401
L-M-ThC_y,R-F-CTr_y,0.322201618918666
L-M-CTr_z,L-M-FeTi_x,0.32193461340550394
L-F-TiTa_x,R-H-ThC_y,0.32179152503139485
R-F-TiTa_y,R-M-TaG_y,0.3215297631671525
L-F-TaG_z,L-M-ThC_z,0.32145395199672305
L-F-TaG_z,R-H-ThC_x,-0.3213110432040807
R-F-FeTi_y,R-M-TiTa_y,0.3212880376980129
L-WH_x,R-F-ThC_y,0.3212303776459869
R-F-TiTa_y,R-H-CTr_y,0.32117865420032726
L-H-FeTi_z,L-H-ThC_x,-0.3211268989162768
L-F-ThC_y,L-H-CTr_z,-0.3209756990039249
R-M-ThC_y,R-WH_x,-0.32095811326405976
L-F-TiTa_z,R-WH_z,-0.3205624067503218
R-M-ThC_x,R-WH_x,0.3203800118116397
L-H-TiTa_x,R-F-ThC_x,0.31995682589226304
L-M-CTr_y,Notum_y,-0.3198992167254017
L-M-ThC_y,R-H-CTr_x,0.31983447431631423
Notum_z,R-M-FeTi_x,0.3198303519570268
L-F-TiTa_z,L-H-ThC_y,-0.3197632452567099
R-H-CTr_z,R-H-FeTi_x,-0.319656604178511
L-F-CTr_z,L-F-ThC_x,-0.319649871996997
L-M-CTr_x,L-M-CTr_z,-0.3196488674016204
L-F-CTr_z,R-WH_z,-0.31963562856035427
R-F-TaG_x,R-F-ThC_y,0.3193902448225948
R-F-CTr_y,R-F-ThC_y,0.3179821799497985
L-F-CTr_z,L-M-ThC_x,-0.3179023357771985
R-H-FeTi_y,R-H-FeTi_z,0.31787171266267555
L-F-FeTi_z,Notum_x,0.3177128771446512
L-H-TiTa_z,R-H-TiTa_x,-0.31755500984894375
L-H-TaG_x,R-H-ThC_y,0.31749618493731246
R-F-ThC_y,R-WH_x,-0.31728763892810535
L-H-TiTa_x,R-M-ThC_x,0.3171685064131622
R-F-TaG_x,R-H-FeTi_y,-0.3171039493381355
L-F-ThC_y,L-M-ThC_z,-0.3170788089361288
R-H-CTr_y,R-WH_z,0.316868427778919
R-F-FeTi_x,R-H-FeTi_y,-0.3167129639362405
R-H-CTr_y,R-H-FeTi_y,0.31656996487810435
L-H-TaG_z,R-M-ThC_x,-0.3163828983955177
R-H-CTr_z,R-H-FeTi_z,0.31632629608073615
L-H-FeTi_z,R-WH_z,-0.31608087242028804
L-H-CTr_x,R-H-ThC_z,0.316016533083069
L-H-CTr_x,R-F-CTr_y,0.31592186910382203
L-M-ThC_z,R-F-CTr_y,-0.31577841471221224
L-H-TiTa_z,R-F-ThC_x,-0.31546514533355763
L-F-TaG_x,L-M-TaG_z,-0.31535432461435653
R-F-FeTi_y,R-M-FeTi_y,0.31505585869136554
L-H-ThC_z,R-M-FeTi_z,0.3150117950419907
L-F-ThC_y,L-H-CTr_y,0.31491413060965495
L-F-CTr_z,R-M-ThC_x,-0.3148464871768483
R-F-TaG_x,R-M-TaG_z,0.31446838699144497
L-WH_x,R-H-TaG_z,0.31411991128850464
R-F-FeTi_y,R-M-CTr_y,0.3138296688863102
R-F-CTr_x,R-F-CTr_y,0.3134809376209517
L-F-CTr_x,R-M-CTr_y,0.3134794452510502
L-F-ThC_z,L-H-ThC_y,0.3133586753638641
L-F-ThC_y,L-M-TaG_x,0.31297929057021473
L-M-CTr_y,R-F-CTr_y,0.31288086877030435
L-H-FeTi_z,R-M-ThC_x,-0.3125819775012
L-M-ThC_y,R-F-TiTa_z,-0.31246899627781344
L-H-CTr_y,L-H-ThC_y,0.31219003403048395
L-H-TaG_z,R-M-TaG_y,-0.3121870775143268
L-H-TiTa_z,R-F-ThC_z,-0.3121569507994516
Notum_y,R-H-FeTi_x,-0.31203875349969135
L-F-TaG_x,R-H-CTr_x,0.3119887256077174
L-H-CTr_y,L-H-TiTa_z,-0.3118351696356093
L-F-CTr_x,L-H-ThC_y,0.31181899024699516
L-H-ThC_x,L-H-TiTa_x,0.3117256789343914
L-H-TaG_x,R-M-CTr_y,0.3116115519525508
L-H-TiTa_z,R-H-TaG_z,0.31155940908714036
Notum_z,R-F-CTr_y,0.31146993941774687
L-F-FeTi_z,R-F-CTr_y,-0.31132382970297173
L-F-CTr_z,L-WH_z,0.31125835407670954
L-H-CTr_z,R-M-FeTi_x,-0.3112218319284683
L-F-TiTa_z,Notum_y,0.3111674069882089
L-M-TaG_x,R-F-FeTi_x,0.3105828598661364
R-F-FeTi_z,R-F-ThC_z,0.31056710001974985
L-F-TaG_z,R-WH_x,0.3104894542994537
L-H-TaG_x,R-H-ThC_x,0.3104775088129683
R-F-TaG_y,R-H-TaG_x,0.3103988090795719
R-H-CTr_z,R-H-TaG_y,-0.3102345132836645
Notum_y,R-M-TiTa_x,-0.3100823371842904
L-M-FeTi_y,L-M-TiTa_x,-0.30997607152946566
R-F-TaG_y,R-M-FeTi_y,0.3099629804833674
Notum_z,R-H-FeTi_x,0.30992124677926464
L-F-TaG_z,L-M-ThC_x,-0.3095247936675943
R-H-CTr_z,R-H-ThC_x,-0.3094805542825018
R-F-TaG_y,R-H-CTr_z,-0.30944679251400653
L-M-TaG_z,R-F-CTr_y,-0.3094251509029261
L-H-CTr_y,L-H-FeTi_x,-0.30942271851831993
L-F-FeTi_z,L-M-ThC_z,0.3094202980602615
L-H-CTr_y,L-H-TaG_y,0.3092780315704772
L-H-TaG_z,R-H-TiTa_x,-0.3091144063315366
L-F-ThC_x,L-H-TiTa_x,0.3090487263831999
L-F-ThC_x,R-H-ThC_z,0.3089904110651558
R-H-ThC_z,R-WH_x,0.3084286472703007
L-H-TiTa_z,R-M-TaG_y,-0.30837162826131703
L-H-TaG_z,Notum_x,0.30833522344806874
L-M-TaG_x,R-M-CTr_y,0.30816310748257925
L-M-ThC_z,R-H-CTr_z,0.3079692465682428
R-F-TaG_y,R-H-TiTa_x,0.30771828538943125
L-F-TaG_z,L-M-CTr_z,0.3076637143122205
L-F-TaG_z,L-H-CTr_x,-0.3073791599544865
R-F-ThC_y,R-H-ThC_z,0.3072252132866669
L-M-CTr_z,L-M-TiTa_y,-0.30718974307954733
L-H-TaG_x,R-M-ThC_y,0.3070803322777934
L-F-TaG_x,L-WH_z,-0.30662063909341936
L-F-TaG_z,Notum_x,0.30652813518517436
L-H-ThC_x,R-H-ThC_z,0.30609635648810624
R-F-TiTa_y,R-M-FeTi_y,0.3060751639765572
L-H-FeTi_y,R-M-TiTa_y,-0.3059766755506276
R-H-CTr_y,R-M-CTr_x,0.3057571556578955
L-F-FeTi_z,L-H-CTr_x,-0.30573873912154936
L-H-ThC_x,L-H-ThC_z,0.30522213917321966
L-F-ThC_x,L-H-ThC_z,0.3051407750364179
L-H-TiTa_x,L-M-CTr_x,0.30498059347646783
R-F-FeTi_y,R-M-TaG_y,0.3047991747262331
Notum_z,R-F-TiTa_x,0.30476584037558296
L-F-CTr_y,L-F-TaG_x,0.3047092529560839
R-H-ThC_z,R-M-CTr_x,0.30457926561059295
R-H-TiTa_x,R-M-FeTi_x,0.3043530321768354
L-H-TiTa_x,R-F-ThC_y,0.3043077586358598
L-F-FeTi_z,R-M-CTr_x,-0.30413459928764913
L-H-TaG_x,R-F-ThC_x,0.30408669168473634
R-F-FeTi_y,R-H-FeTi_x,0.30407277853433673
L-M-ThC_z,R-H-TaG_z,-0.30406142332186203
L-H-TiTa_z,L-M-TiTa_z,0.30393484018384864
L-F-ThC_z,L-M-CTr_x,-0.3037826961905249
L-H-TaG_z,L-M-TiTa_z,0.3037457899211424
L-H-TiTa_x,R-H-CTr_x,0.3028795666298013
L-H-FeTi_z,L-M-CTr_z,0.30279432900824355
R-M-CTr_y,R-M-TaG_y,0.3025085693440931
L-H-FeTi_y,R-H-CTr_y,-0.3022443973553309
L-H-TaG_x,R-M-ThC_x,0.301667128359611
L-H-TaG_x,L-M-TiTa_z,-0.30162537462835615
L-F-TiTa_z,R-H-ThC_x,-0.30151564696010524
R-F-ThC_x,R-H-CTr_y,0.301469181984499
L-M-TiTa_x,R-F-CTr_x,0.3012360778761253
L-M-TiTa_x,R-H-ThC_y,0.3011837398031711
L-M-TaG_z,R-H-TaG_x,-0.30104208682045513
L-H-TaG_x,R-H-CTr_x,0.30102884605301417
L-H-ThC_y,R-F-CTr_y,0.3008997083449781
R-F-TiTa_x,R-H-TaG_y,-0.30083887142890464
L-F-ThC_z,Notum_x,0.3007146981834754
L-H-TiTa_x,L-M-TiTa_z,-0.30065009413112936
L-H-ThC_y,L-M-TiTa_z,-0.30062053372176095
R-F-ThC_z,R-F-TiTa_x,0.3006108625637616
R-F-CTr_y,R-M-CTr_x,0.300442733987063
L-M-CTr_z,R-F-FeTi_x,-0.30041976585692
R-H-TaG_z,R-WH_x,-0.30013544039880063
