Variable 1,Variable 2,Correlation,Type
R-F-FeTi_x,R-F-ThC_y,0.39863317929080194,XYZ-XYZ
R-F-FeTi_x,R-M-TaG_z,0.39855743411984695,XYZ-XYZ
R-M-CTr_x,R-M-TiTa_x,0.39835051668049787,XYZ-XYZ
L-F-FeTi_z,L-M-TiTa_z,0.3976963412438106,XYZ-XYZ
L-F-FeTi_x,L-M-ThC_z,-0.39710834066903544,XYZ-XYZ
L-F-TaG_x,L-F-TiTa_y,0.39682057759147205,XYZ-XYZ
L-H-TiTa_z,R-H-TiTa_z,0.39638987581894125,XYZ-XYZ
L-M-ThC_y,L-WH_z,0.3960751122305552,XYZ-XYZ
L-F-TiTa_x,R-F-CTr_x,0.3955190399864121,XYZ-XYZ
L-F-CTr_z,L-M-CTr_x,-0.3954524021635036,XYZ-XYZ
L-H-CTr_y,L-H-TaG_x,-0.3942176200579547,XYZ-XYZ
R-H-CTr_z,R-M-ThC_x,-0.39389583929307675,XYZ-XYZ
L-M-TiTa_z,R-F-ThC_z,-0.3937990909028153,XYZ-XYZ
R-H-CTr_y,R-H-TiTa_y,0.39378042438569494,XYZ-XYZ
R-F-ThC_x,R-M-TiTa_x,0.39359835044060926,XYZ-XYZ
L-F-ThC_x,R-M-TiTa_x,0.3932547395632489,XYZ-XYZ
L-F-FeTi_x,R-WH_z,0.3930813484210905,XYZ-XYZ
L-M-CTr_z,R-M-CTr_x,-0.39300724501528045,XYZ-XYZ
L-M-ThC_y,R-H-TaG_z,0.3929195732797605,XYZ-XYZ
R-H-FeTi_y,R-H-TiTa_x,0.3924709222056312,XYZ-XYZ
L-H-ThC_x,L-M-CTr_z,-0.392168156411667,XYZ-XYZ
Notum_y,R-F-TiTa_x,-0.3920993957817044,XYZ-XYZ
L-H-CTr_x,R-F-TiTa_x,0.3920810456620741,XYZ-XYZ
L-F-ThC_y,L-F-TiTa_z,-0.39180473737493754,XYZ-XYZ
R-H-CTr_x,R-M-TaG_z,0.3917433240500924,XYZ-XYZ
L-F-FeTi_y,L-F-TaG_z,-0.3915770101504594,XYZ-XYZ
R-H-FeTi_x,R-H-TiTa_y,0.3914562663489467,XYZ-XYZ
L-H-ThC_x,R-M-TiTa_x,0.39098583153695793,XYZ-XYZ
L-M-FeTi_x,L-M-TaG_x,0.39087332108874595,XYZ-XYZ
R-F-TiTa_x,R-H-CTr_x,0.3901086189368447,XYZ-XYZ
Notum_x,R-H-CTr_z,0.3900897552733618,XYZ-XYZ
L-WH_z,R-F-FeTi_x,-0.38966944477910376,XYZ-XYZ
R-F-ThC_z,R-H-ThC_z,0.38898071893648284,XYZ-XYZ
L-F-CTr_x,L-F-FeTi_y,0.38846794237866455,XYZ-XYZ
R-F-FeTi_x,R-M-ThC_y,0.38844048979811857,XYZ-XYZ
R-H-CTr_z,R-H-TaG_z,0.38746914891056705,XYZ-XYZ
L-H-TiTa_z,L-M-TaG_z,0.3874303245712687,XYZ-XYZ
R-H-TaG_y,R-H-TiTa_x,0.3873243718702924,XYZ-XYZ
L-F-ThC_y,R-M-TaG_z,0.38719258151169983,XYZ-XYZ
R-F-FeTi_y,R-H-TaG_x,0.38708786749324314,XYZ-XYZ
R-H-ThC_x,R-M-TiTa_x,0.3860386878008096,XYZ-XYZ
L-H-CTr_z,R-H-TiTa_x,-0.38547404848584016,XYZ-XYZ
L-M-TaG_x,R-H-CTr_x,0.3854593937442951,XYZ-XYZ
L-WH_z,R-M-TaG_x,-0.38545267670070243,XYZ-XYZ
R-H-TiTa_x,R-M-CTr_y,0.38531971234787565,XYZ-XYZ
L-F-TiTa_z,L-M-CTr_y,-0.3852770843184518,XYZ-XYZ
L-F-TaG_y,L-F-TiTa_x,0.38506885326825385,XYZ-XYZ
L-M-ThC_z,R-M-TiTa_x,-0.3845948644818398,XYZ-XYZ
Notum_x,R-F-TaG_x,-0.3845897998925953,XYZ-XYZ
R-H-FeTi_x,R-H-TaG_y,0.3845236096659975,XYZ-XYZ
R-H-ThC_z,R-WH_z,0.38410797965603966,XYZ-XYZ
L-WH_z,R-F-TiTa_x,-0.3840098059769215,XYZ-XYZ
L-M-CTr_x,L-M-TiTa_x,0.38378351122719967,XYZ-XYZ
R-F-CTr_y,R-F-TaG_z,-0.3836053755985588,XYZ-XYZ
Notum_x,R-M-TaG_x,-0.3831881810800456,XYZ-XYZ
R-M-CTr_y,R-M-TaG_z,0.383067392136945,XYZ-XYZ
R-H-TaG_z,R-M-ThC_y,0.3828848213402972,XYZ-XYZ
L-F-FeTi_x,R-M-ThC_x,0.38277288369797946,XYZ-XYZ
R-F-FeTi_y,R-H-TiTa_x,0.3827361203913994,XYZ-XYZ
R-M-TiTa_x,R-WH_z,0.3822642622669616,XYZ-XYZ
R-F-CTr_y,R-H-ThC_y,0.382066202833526,XYZ-XYZ
L-F-TaG_x,L-M-ThC_x,0.381423439692991,XYZ-XYZ
R-F-FeTi_x,R-M-FeTi_y,-0.38121877204756516,XYZ-XYZ
L-F-ThC_x,L-M-CTr_z,-0.3807337091454889,XYZ-XYZ
L-F-TiTa_z,L-M-TaG_z,0.3804255554648947,XYZ-XYZ
L-F-ThC_y,R-F-CTr_y,0.3802735150649524,XYZ-XYZ
L-H-ThC_y,L-H-ThC_z,0.3802345490341087,XYZ-XYZ
L-M-TiTa_x,R-H-ThC_x,0.3798500081797191,XYZ-XYZ
L-F-TaG_x,L-H-CTr_x,0.3796213416141052,XYZ-XYZ
R-F-ThC_y,R-M-TaG_x,0.3796052716930774,XYZ-XYZ
L-F-TiTa_x,L-WH_z,-0.37958861172160835,XYZ-XYZ
R-F-ThC_x,R-H-CTr_z,-0.37949749435672825,XYZ-XYZ
L-M-FeTi_y,L-M-TaG_x,-0.37940112609609294,XYZ-XYZ
L-M-CTr_z,L-M-ThC_y,-0.37908459257880833,XYZ-XYZ
L-F-FeTi_x,L-M-ThC_x,0.37901940011546714,XYZ-XYZ
L-M-FeTi_z,R-H-CTr_x,-0.378989240401424,XYZ-XYZ
L-F-CTr_x,L-M-TiTa_z,-0.378746573327421,XYZ-XYZ
L-F-TaG_z,L-M-TiTa_z,0.3785582711987871,XYZ-XYZ
L-F-FeTi_x,R-M-CTr_x,0.3783202951473621,XYZ-XYZ
Notum_x,R-M-CTr_z,0.37757032904181853,XYZ-XYZ
L-M-TiTa_x,R-M-ThC_x,0.37605281660130724,XYZ-XYZ
R-H-CTr_z,R-M-TiTa_y,-0.3760335423461363,XYZ-XYZ
R-H-CTr_z,R-M-CTr_x,-0.37570901859836414,XYZ-XYZ
L-F-CTr_x,L-M-TiTa_x,0.3755825230163316,XYZ-XYZ
L-F-FeTi_z,L-M-FeTi_z,0.37547296611772946,XYZ-XYZ
L-H-CTr_x,R-F-TaG_x,0.3754280349859157,XYZ-XYZ
R-H-ThC_z,R-M-TiTa_x,0.37525595936931766,XYZ-XYZ
R-M-CTr_y,R-M-TiTa_y,0.3750142055219702,XYZ-XYZ
Notum_z,R-F-FeTi_x,0.3749178519586083,XYZ-XYZ
L-H-TiTa_z,R-H-CTr_z,0.37484578197746166,XYZ-XYZ
L-F-FeTi_x,R-H-ThC_x,0.37472038016363407,XYZ-XYZ
R-M-ThC_x,R-M-TiTa_x,0.37469659661790045,XYZ-XYZ
L-M-TiTa_x,Notum_x,-0.37468315422507703,XYZ-XYZ
R-H-CTr_z,R-WH_y,0.37443158226960477,XYZ-XYZ
L-F-CTr_y,L-M-ThC_y,0.37409325597510007,XYZ-XYZ
L-H-TaG_z,R-H-TaG_z,0.37391228587518166,XYZ-XYZ
Notum_z,R-F-ThC_z,0.3734817570263893,XYZ-XYZ
L-M-TaG_x,L-M-TaG_y,-0.37333641266381523,XYZ-XYZ
L-F-FeTi_x,L-WH_z,-0.37318320281101175,XYZ-XYZ
L-H-TaG_z,R-F-ThC_x,-0.37281008012579697,XYZ-XYZ
R-H-CTr_z,R-M-CTr_y,-0.372403411187323,XYZ-XYZ
L-F-TaG_z,R-H-CTr_x,-0.372388483795668,XYZ-XYZ
L-H-FeTi_z,L-WH_z,0.37208857818304913,XYZ-XYZ
L-H-FeTi_z,L-M-CTr_x,-0.3718447679356019,XYZ-XYZ
R-H-TiTa_x,R-M-TaG_y,0.3716775850491867,XYZ-XYZ
R-M-CTr_y,R-M-ThC_x,0.37131727482926025,XYZ-XYZ
L-M-ThC_z,L-M-TiTa_x,-0.37114798581328584,XYZ-XYZ
R-H-CTr_x,R-M-TiTa_x,0.37084607155953886,XYZ-XYZ
L-WH_z,R-F-TaG_x,-0.37084132945244924,XYZ-XYZ
L-F-CTr_z,L-F-TaG_z,0.3703828209938489,XYZ-XYZ
R-M-CTr_z,R-M-ThC_y,-0.3692836540640135,XYZ-XYZ
L-F-ThC_z,R-WH_x,-0.36893363047635025,XYZ-XYZ
L-F-CTr_y,R-M-CTr_y,0.3688957472586443,XYZ-XYZ
R-H-TiTa_y,R-M-FeTi_y,0.36821980827594547,XYZ-XYZ
Notum_y,R-F-TaG_x,-0.36755599788912513,XYZ-XYZ
L-F-FeTi_x,L-H-CTr_x,0.36745548575750675,XYZ-XYZ
L-H-ThC_y,L-M-TaG_z,-0.36691423076174945,XYZ-XYZ
L-M-ThC_z,R-H-ThC_z,-0.36661502189380096,XYZ-XYZ
L-H-CTr_x,L-M-FeTi_z,-0.3663081635757062,XYZ-XYZ
R-F-FeTi_x,R-F-ThC_z,0.3662616074099089,XYZ-XYZ
L-F-TaG_z,Notum_y,0.3661154809108732,XYZ-XYZ
L-F-TaG_x,R-M-ThC_y,0.36608556053439417,XYZ-XYZ
L-M-FeTi_z,R-F-ThC_z,-0.3660416738565191,XYZ-XYZ
L-F-TaG_x,R-F-ThC_y,0.3656392433632747,XYZ-XYZ
R-H-TaG_x,R-H-TiTa_y,0.3652066323660809,XYZ-XYZ
L-H-TiTa_z,L-WH_z,0.365045396773179,XYZ-XYZ
L-F-FeTi_z,L-H-ThC_y,-0.3649151113326738,XYZ-XYZ
L-M-TaG_x,R-M-TaG_z,0.36451706196119443,XYZ-XYZ
L-M-CTr_z,L-M-FeTi_z,0.3644741249889862,XYZ-XYZ
L-M-TaG_x,Notum_z,0.36426881285411344,XYZ-XYZ
R-F-TaG_x,R-H-CTr_x,0.3637813881050419,XYZ-XYZ
L-H-CTr_y,L-H-TiTa_x,-0.3637133428495888,XYZ-XYZ
R-H-CTr_z,R-M-TaG_y,-0.36338379339782245,XYZ-XYZ
L-H-FeTi_z,L-M-TiTa_z,0.3629776425680423,XYZ-XYZ
R-M-CTr_z,R-M-ThC_z,0.3624714028099041,XYZ-XYZ
L-H-ThC_x,R-H-CTr_z,-0.36228594121997065,XYZ-XYZ
L-F-CTr_x,R-M-TaG_x,0.3622701226820819,XYZ-XYZ
R-H-TiTa_y,R-M-TiTa_y,0.36206739752097683,XYZ-XYZ
Notum_x,R-H-CTr_y,-0.3619573415727284,XYZ-XYZ
R-M-ThC_z,R-M-TiTa_z,-0.3615862908273853,XYZ-XYZ
L-F-TiTa_z,L-M-TiTa_z,0.36111147842944236,XYZ-XYZ
R-F-TiTa_x,R-H-ThC_y,0.3610318437324253,XYZ-XYZ
R-H-FeTi_x,R-H-ThC_z,0.3607349095537829,XYZ-XYZ
L-F-FeTi_z,L-F-TiTa_y,-0.36008752390366866,XYZ-XYZ
L-F-ThC_y,L-M-TiTa_z,-0.3600316761719556,XYZ-XYZ
L-H-TaG_z,R-F-ThC_z,-0.3591993649182045,XYZ-XYZ
L-WH_x,R-M-ThC_y,0.3590632772738955,XYZ-XYZ
R-F-CTr_x,R-M-TiTa_x,0.3590540338729084,XYZ-XYZ
R-M-CTr_z,R-M-TaG_y,-0.35902886819040264,XYZ-XYZ
L-F-ThC_y,R-H-TaG_z,0.3580632891809112,XYZ-XYZ
L-H-CTr_x,R-M-TiTa_x,0.3576347558427596,XYZ-XYZ
L-M-FeTi_z,L-M-ThC_x,-0.3572472226293506,XYZ-XYZ
L-H-CTr_y,L-M-ThC_y,0.3571447545170741,XYZ-XYZ
R-F-CTr_y,R-H-CTr_y,0.3568901787862912,XYZ-XYZ
L-H-CTr_x,L-M-CTr_z,-0.35668685564794705,XYZ-XYZ
L-H-CTr_x,R-H-CTr_z,-0.35656027435572923,XYZ-XYZ
R-H-CTr_x,R-H-TaG_z,0.3558090430801141,XYZ-XYZ
L-F-CTr_z,L-H-TaG_z,0.3555737243563643,XYZ-XYZ
L-F-TaG_x,R-H-ThC_y,0.3552606649512417,XYZ-XYZ
R-F-TaG_x,R-H-ThC_y,0.3550042984220689,XYZ-XYZ
L-H-TiTa_x,R-M-CTr_y,0.3544507979046696,XYZ-XYZ
R-M-CTr_y,R-WH_x,-0.3543503509606473,XYZ-XYZ
L-H-TiTa_x,R-WH_z,0.3540087259156194,XYZ-XYZ
L-F-FeTi_z,R-H-CTr_x,-0.3538954280791851,XYZ-XYZ
L-F-TiTa_x,L-F-TiTa_y,0.35388931791922523,XYZ-XYZ
L-H-CTr_x,L-H-TaG_z,-0.3538592122711421,XYZ-XYZ
L-F-CTr_x,R-H-TaG_z,0.3535271169100765,XYZ-XYZ
R-H-CTr_y,R-H-ThC_y,0.35350552610402636,XYZ-XYZ
L-M-CTr_y,R-H-CTr_x,0.35339984298670446,XYZ-XYZ
L-F-ThC_z,L-WH_x,0.35335537850599524,XYZ-XYZ
L-F-TaG_z,L-M-FeTi_z,0.3529981198274392,XYZ-XYZ
L-F-TaG_x,R-F-CTr_x,0.3529223349634082,XYZ-XYZ
L-F-CTr_z,L-H-CTr_x,-0.35270851524235886,XYZ-XYZ
L-F-CTr_z,L-H-ThC_x,-0.3526263765399163,XYZ-XYZ
L-H-FeTi_y,L-H-TaG_z,0.3524897358372166,XYZ-XYZ
L-H-CTr_x,L-H-FeTi_x,0.3524811444157597,XYZ-XYZ
L-M-TaG_z,L-M-ThC_y,-0.35240584999011804,XYZ-XYZ
L-M-ThC_x,R-M-CTr_z,-0.35233716091363143,XYZ-XYZ
R-F-CTr_x,R-H-FeTi_y,-0.3518449596270411,XYZ-XYZ
L-H-CTr_z,Notum_z,-0.3517706369619814,XYZ-XYZ
L-M-TiTa_x,R-F-ThC_y,0.35106597365961234,XYZ-XYZ
L-H-TiTa_x,L-M-ThC_z,-0.349937953594889,XYZ-XYZ
R-F-FeTi_y,R-H-CTr_y,0.34985952404674847,XYZ-XYZ
Notum_y,R-M-CTr_z,0.3495101964157098,XYZ-XYZ
L-M-ThC_y,R-F-TaG_z,-0.3491689777217052,XYZ-XYZ
L-H-FeTi_x,R-M-FeTi_y,0.34903117970190795,XYZ-XYZ
L-F-ThC_x,R-H-CTr_z,-0.3490282472121889,XYZ-XYZ
L-F-FeTi_z,R-H-CTr_y,-0.348976252817048,XYZ-XYZ
L-H-CTr_x,L-H-TiTa_z,-0.3489055532205056,XYZ-XYZ
R-M-CTr_z,R-M-TiTa_y,-0.3488255197990744,XYZ-XYZ
L-H-TaG_z,L-H-ThC_x,-0.3488117252678374,XYZ-XYZ
L-M-TiTa_x,R-M-TaG_z,0.3487452799290219,XYZ-XYZ
L-F-CTr_y,R-H-ThC_y,0.34873443704771573,XYZ-XYZ
L-H-ThC_z,R-M-TiTa_z,0.3486477211882135,XYZ-XYZ
L-H-ThC_x,R-M-CTr_y,0.34826192603493095,XYZ-XYZ
R-F-TaG_x,R-M-FeTi_y,-0.34815043473477536,XYZ-XYZ
L-H-ThC_y,Notum_z,0.34802140357794753,XYZ-XYZ
L-M-CTr_z,R-WH_z,-0.3478136560465494,XYZ-XYZ
L-H-FeTi_z,L-H-TaG_y,0.3474209046710314,XYZ-XYZ
L-F-CTr_y,R-M-ThC_y,0.3473507494408353,XYZ-XYZ
L-M-FeTi_x,L-M-FeTi_z,0.3471343883260646,XYZ-XYZ
L-F-ThC_z,L-WH_z,0.34698063417492087,XYZ-XYZ
L-H-TiTa_z,L-M-CTr_x,-0.3464596889098903,XYZ-XYZ
L-F-FeTi_z,R-WH_z,-0.34634516933528675,XYZ-XYZ
L-H-CTr_y,R-H-CTr_y,0.3461276169525956,XYZ-XYZ
R-M-ThC_z,R-WH_x,0.34608563026558276,XYZ-XYZ
Notum_z,R-M-TaG_z,0.3459612754981881,XYZ-XYZ
L-H-CTr_z,L-H-FeTi_z,0.3459471673044548,XYZ-XYZ
L-H-FeTi_z,R-F-ThC_x,-0.3454240899615874,XYZ-XYZ
L-F-TiTa_z,R-H-CTr_y,-0.34486871284880427,XYZ-XYZ
L-H-TiTa_x,R-M-CTr_x,0.34478133870538513,XYZ-XYZ
L-M-TaG_x,R-F-CTr_x,0.3446478835743908,XYZ-XYZ
L-H-FeTi_z,R-M-CTr_x,-0.34399995432353286,XYZ-XYZ
L-H-FeTi_x,R-M-TaG_y,0.3439627621785235,XYZ-XYZ
R-H-TaG_y,R-M-TaG_y,0.34364609036215493,XYZ-XYZ
L-F-TiTa_x,Notum_y,-0.34343170944219664,XYZ-XYZ
L-M-CTr_z,Notum_x,0.34316633768165977,XYZ-XYZ
R-H-ThC_z,R-M-ThC_x,0.34299715210391146,XYZ-XYZ
R-M-TaG_x,R-M-ThC_y,0.34298615068738236,XYZ-XYZ
R-H-CTr_z,R-WH_z,-0.3427407002975398,XYZ-XYZ
Notum_z,R-M-TaG_x,0.34265946697108635,XYZ-XYZ
R-F-ThC_z,R-M-TaG_x,0.34261889091005504,XYZ-XYZ
L-F-CTr_x,L-M-FeTi_z,-0.34255553043297066,XYZ-XYZ
L-F-CTr_z,R-F-ThC_x,-0.34238275221514325,XYZ-XYZ
L-F-TiTa_x,R-F-ThC_y,0.34228092427654444,XYZ-XYZ
R-F-TiTa_x,R-M-ThC_y,0.34220833556135355,XYZ-XYZ
L-H-FeTi_z,R-F-ThC_z,-0.3420001919025699,XYZ-XYZ
R-H-FeTi_x,R-M-TiTa_y,0.3416019653079072,XYZ-XYZ
L-F-TaG_x,R-M-TaG_z,0.3412761256231576,XYZ-XYZ
L-M-TiTa_z,L-WH_z,0.34107346900659913,XYZ-XYZ
L-H-TiTa_x,L-M-TaG_z,-0.34095562458410655,XYZ-XYZ
L-F-TiTa_x,R-M-TaG_z,0.34073395168323783,XYZ-XYZ
R-H-FeTi_x,R-M-CTr_y,0.340548002154858,XYZ-XYZ
L-H-FeTi_z,Notum_x,0.3403970743088893,XYZ-XYZ
L-F-CTr_y,R-F-ThC_y,0.3402886074979107,XYZ-XYZ
L-F-ThC_y,L-M-FeTi_z,-0.340273378731585,XYZ-XYZ
L-F-TaG_z,R-WH_z,-0.3399518719539027,XYZ-XYZ
L-H-CTr_z,L-M-TaG_z,0.339915113197651,XYZ-XYZ
R-F-TaG_y,R-M-TaG_y,0.33986624931233744,XYZ-XYZ
L-F-TaG_z,R-H-CTr_y,-0.33957404596053165,XYZ-XYZ
L-WH_x,R-H-ThC_y,0.3395216312659386,XYZ-XYZ
L-M-CTr_y,L-M-TaG_z,-0.33943022087623137,XYZ-XYZ
L-H-TaG_z,R-M-TiTa_y,-0.3394191085091508,XYZ-XYZ
L-H-ThC_y,R-M-ThC_z,-0.33923107551010523,XYZ-XYZ
L-H-TaG_z,R-H-TaG_x,-0.338715857181818,XYZ-XYZ
L-H-TiTa_z,R-M-TiTa_y,-0.3386009732428446,XYZ-XYZ
R-F-TiTa_x,R-M-FeTi_y,-0.33858087290772565,XYZ-XYZ
L-H-ThC_y,L-M-CTr_z,-0.338574263416357,XYZ-XYZ
L-F-CTr_z,L-H-FeTi_z,0.33837381359108565,XYZ-XYZ
L-M-TiTa_z,R-F-CTr_x,-0.33768049338895373,XYZ-XYZ
R-F-TaG_y,R-M-TiTa_y,0.33731998203643854,XYZ-XYZ
L-H-TaG_x,R-WH_z,0.3371939471250435,XYZ-XYZ
L-H-TiTa_x,L-M-ThC_x,0.33678678335036766,XYZ-XYZ
L-H-TaG_z,L-M-CTr_z,0.3365638538697937,XYZ-XYZ
L-F-CTr_z,L-H-TiTa_z,0.33650113078556154,XYZ-XYZ
R-F-ThC_y,R-F-TiTa_x,0.3363484990870826,XYZ-XYZ
R-M-CTr_z,R-M-TaG_z,-0.3358096015943795,XYZ-XYZ
R-H-ThC_y,R-M-TaG_x,0.3355767458323899,XYZ-XYZ
R-H-ThC_z,R-M-TaG_x,0.3354620025971153,XYZ-XYZ
L-F-TiTa_x,R-H-CTr_x,0.3354316980903705,XYZ-XYZ
L-F-TiTa_z,R-H-CTr_x,-0.33541141439155314,XYZ-XYZ
L-F-TiTa_z,L-M-FeTi_z,0.33500711350923856,XYZ-XYZ
L-M-ThC_x,R-F-CTr_y,0.33495839267500316,XYZ-XYZ
R-H-CTr_x,R-M-FeTi_x,0.3348530210358419,XYZ-XYZ
L-H-TaG_z,R-M-CTr_x,-0.33483410046128165,XYZ-XYZ
L-F-TiTa_x,R-M-ThC_y,0.3341919560830033,XYZ-XYZ
L-H-TiTa_z,R-H-TaG_x,-0.3341395383179597,XYZ-XYZ
R-H-FeTi_y,R-M-FeTi_y,0.33365985928547376,XYZ-XYZ
L-M-TaG_x,R-F-ThC_z,0.3335969036747199,XYZ-XYZ
L-F-FeTi_x,Notum_x,-0.3334642476967257,XYZ-XYZ
R-H-FeTi_x,R-M-FeTi_x,0.33341346567538516,XYZ-XYZ
L-H-TaG_x,L-M-ThC_z,-0.33285622690532474,XYZ-XYZ
R-F-FeTi_z,R-F-TaG_y,-0.3325493430888344,XYZ-XYZ
L-M-CTr_x,R-H-CTr_z,-0.3323267589330102,XYZ-XYZ
L-H-FeTi_x,R-M-TiTa_y,0.3322238883736783,XYZ-XYZ
L-M-TaG_x,L-M-TiTa_y,-0.3318644704051654,XYZ-XYZ
L-M-TaG_z,R-M-TaG_x,-0.3318507886934073,XYZ-XYZ
Notum_y,R-H-TaG_z,-0.3318075546147399,XYZ-XYZ
L-M-CTr_y,R-H-TaG_z,0.3315130259026773,XYZ-XYZ
R-M-CTr_y,R-M-FeTi_y,0.3314042322553992,XYZ-XYZ
L-H-FeTi_z,L-M-FeTi_z,0.33124381197241703,XYZ-XYZ
R-M-TaG_z,R-M-ThC_z,-0.3309443501717834,XYZ-XYZ
L-H-TaG_x,R-M-CTr_x,0.33073435102909904,XYZ-XYZ
L-F-CTr_y,R-F-CTr_y,0.3304853201411274,XYZ-XYZ
R-F-TaG_x,R-M-ThC_y,0.330470849031631,XYZ-XYZ
L-H-TaG_x,L-M-ThC_x,0.3302771166908152,XYZ-XYZ
L-F-CTr_z,Notum_x,0.33009302106308047,XYZ-XYZ
R-H-FeTi_x,R-M-FeTi_y,0.3298111014682063,XYZ-XYZ
L-M-CTr_z,R-H-CTr_y,-0.329496811361325,XYZ-XYZ
L-F-TaG_x,Notum_y,-0.3289521723055912,XYZ-XYZ
L-F-CTr_x,L-M-CTr_y,0.3289100166507246,XYZ-XYZ
L-H-TiTa_x,R-M-ThC_y,0.3286126249764573,XYZ-XYZ
R-F-TiTa_y,R-M-TiTa_y,0.32849710788235853,XYZ-XYZ
L-M-CTr_x,R-H-ThC_z,0.32848631010223467,XYZ-XYZ
L-F-CTr_z,R-M-CTr_x,-0.3284547950987324,XYZ-XYZ
L-F-FeTi_z,R-H-ThC_x,-0.32839108771876424,XYZ-XYZ
L-F-FeTi_x,R-F-CTr_x,0.32828553350954787,XYZ-XYZ
L-F-CTr_x,L-F-ThC_y,0.328146034962852,XYZ-XYZ
L-H-FeTi_x,L-H-TiTa_z,-0.328103183594334,XYZ-XYZ
L-WH_z,R-F-TaG_z,-0.3280636214252432,XYZ-XYZ
R-F-CTr_y,R-H-CTr_x,0.32775129595291397,XYZ-XYZ
L-M-TiTa_z,Notum_y,0.32752757181466013,XYZ-XYZ
R-H-TiTa_x,R-H-TiTa_z,-0.32744757360046556,XYZ-XYZ
R-H-CTr_z,R-M-FeTi_y,-0.3274107411021962,XYZ-XYZ
Notum_y,R-M-FeTi_z,-0.3273858589001395,XYZ-XYZ
L-F-CTr_y,L-H-ThC_y,0.3272320867452118,XYZ-XYZ
L-H-TaG_z,R-F-TaG_y,-0.3270491534144976,XYZ-XYZ
R-M-FeTi_z,R-M-ThC_z,-0.3269898897224084,XYZ-XYZ
L-H-ThC_y,L-M-TaG_x,0.32698178560383007,XYZ-XYZ
L-F-TiTa_x,R-F-FeTi_x,0.32691923986738797,XYZ-XYZ
L-H-TiTa_x,R-H-ThC_y,0.32686332625066533,XYZ-XYZ
L-F-FeTi_z,Notum_y,0.32684000487601117,XYZ-XYZ
R-F-CTr_z,R-F-TaG_z,0.32677093199787216,XYZ-XYZ
L-H-TiTa_z,L-M-CTr_z,0.32636807105781257,XYZ-XYZ
L-H-FeTi_y,R-H-TiTa_x,-0.32608021033562373,XYZ-XYZ
L-F-CTr_y,L-M-TaG_z,-0.32588165752506904,XYZ-XYZ
L-H-CTr_y,L-H-TaG_z,-0.3258815077141806,XYZ-XYZ
R-F-TiTa_y,R-H-TiTa_x,0.32578724759660954,XYZ-XYZ
L-M-ThC_x,R-M-FeTi_x,0.3256902573580465,XYZ-XYZ
R-F-TiTa_x,R-M-TaG_z,0.32532062984770915,XYZ-XYZ
L-M-TaG_z,R-F-FeTi_x,-0.3251151866935828,XYZ-XYZ
L-F-ThC_z,R-M-FeTi_x,-0.3250825334911251,XYZ-XYZ
L-H-ThC_y,L-M-FeTi_z,-0.3249186420119987,XYZ-XYZ
L-WH_z,R-M-ThC_y,-0.324697706776782,XYZ-XYZ
L-F-TiTa_y,L-F-TiTa_z,-0.32444209839483945,XYZ-XYZ
R-F-TiTa_y,R-H-TaG_x,0.32434830655345936,XYZ-XYZ
L-H-TiTa_x,R-H-ThC_x,0.32415588149497265,XYZ-XYZ
L-H-FeTi_y,R-H-TaG_x,-0.32410957060590706,XYZ-XYZ
R-F-TiTa_x,R-H-FeTi_y,-0.32398058874931634,XYZ-XYZ
L-H-CTr_y,R-M-CTr_y,0.32396518977277816,XYZ-XYZ
R-H-CTr_y,R-H-FeTi_z,-0.3235842577251905,XYZ-XYZ
L-H-TiTa_y,L-H-TiTa_z,0.32342491694834585,XYZ-XYZ
L-H-FeTi_z,L-M-ThC_z,0.3233418315473546,XYZ-XYZ
L-M-TiTa_x,R-H-CTr_x,0.3230869797170814,XYZ-XYZ
L-M-TiTa_x,R-M-ThC_y,0.3228138719912039,XYZ-XYZ
L-M-CTr_z,R-F-CTr_y,-0.3228041971017473,XYZ-XYZ
L-H-TaG_x,L-M-TaG_z,-0.3226986683827176,XYZ-XYZ
L-WH_z,R-M-TiTa_x,-0.3224140833263401,XYZ-XYZ
L-M-ThC_y,R-F-CTr_y,0.32220161891866606,XYZ-XYZ
L-M-CTr_z,L-M-FeTi_x,0.32193461340550394,XYZ-XYZ
L-F-TiTa_x,R-H-ThC_y,0.32179152503139485,XYZ-XYZ
R-F-TiTa_y,R-M-TaG_y,0.32152976316715254,XYZ-XYZ
L-F-TaG_z,L-M-ThC_z,0.32145395199672305,XYZ-XYZ
L-F-TaG_z,R-H-ThC_x,-0.3213110432040807,XYZ-XYZ
R-F-FeTi_y,R-M-TiTa_y,0.32128803769801295,XYZ-XYZ
L-WH_x,R-F-ThC_y,0.3212303776459869,XYZ-XYZ
R-F-TiTa_y,R-H-CTr_y,0.32117865420032726,XYZ-XYZ
L-H-FeTi_z,L-H-ThC_x,-0.3211268989162768,XYZ-XYZ
L-F-ThC_y,L-H-CTr_z,-0.3209756990039249,XYZ-XYZ
R-M-ThC_y,R-WH_x,-0.32095811326405976,XYZ-XYZ
L-F-TiTa_z,R-WH_z,-0.3205624067503219,XYZ-XYZ
R-M-ThC_x,R-WH_x,0.3203800118116397,XYZ-XYZ
L-H-TiTa_x,R-F-ThC_x,0.319956825892263,XYZ-XYZ
L-M-CTr_y,Notum_y,-0.3198992167254017,XYZ-XYZ
L-M-ThC_y,R-H-CTr_x,0.31983447431631423,XYZ-XYZ
